,Unnamed: 0,Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Weekly Hour,How Many New Clothes Monthly,How Long Internet Weekly Hours,Energy efficiency,Recycling,Cooking_With,CarbonEmission
4415,4415,underweight,male,omnivore,less frequently,coal,private,petrol,often,120.86886838724587,frequently,4246,large,3.0847935237014994,29.32857593307626,0.0,107.81460872010852,No,"['Paper', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3648
4416,4416,normal,female,pescatarian,more frequently,coal,public,,often,303.22383592934057,very frequently,277,extra large,7.090551849321001,112.0,7.110032609664234,89.56523847319791,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Oven'],2718
4417,4417,overweight,male,vegan,daily,natural gas,walk/bicycle,,often,241.1598493977926,rarely,53,small,6.467038168582527,40.525268613589304,12.37511238611607,58.43709478655899,Yes,[],['Stove'],1845
4418,4418,underweight,male,pescatarian,more frequently,wood,walk/bicycle,,often,290.80831281596886,rarely,97,extra large,6.287786234901563,31.589395315150128,0.0,24.92313737820639,Sometimes,['Plastic'],"['Oven', 'Microwave']",1953
4419,4419,overweight,female,pescatarian,daily,natural gas,walk/bicycle,,sometimes,306.77364621808226,rarely,95,small,5.138504697508661,33.433337515307244,0.0,59.37591589414464,Sometimes,['Plastic'],"['Grill', 'Airfryer']",1486
4420,4420,underweight,female,vegan,more frequently,natural gas,public,,sometimes,234.8137866379646,frequently,303,medium,3.596396556577135,19.509830640973835,3.742682563756294,78.2688439491996,No,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1284
4421,4421,obese,female,pescatarian,twice a day,electricity,walk/bicycle,,sometimes,246.75935644055724,frequently,64,large,1.6913991681444522,31.251752639141635,17.396418270468004,97.82520271086685,Yes,"['Plastic', 'Glass', 'Metal']",[],1542
4422,4422,overweight,female,vegetarian,twice a day,natural gas,private,diesel,never,240.76552886428178,very frequently,7413,large,0.8124300302784562,15.921809166957438,5.15263187109403,101.6637203595125,Yes,['Plastic'],['Oven'],4638
4423,4423,overweight,male,pescatarian,less frequently,electricity,public,,never,257.47625787908237,frequently,1966,small,3.9803012372961053,47.74849409951637,11.13798866565441,98.12819558844463,Sometimes,"['Paper', 'Plastic']",[],1841
4424,4424,normal,male,omnivore,twice a day,wood,public,,often,352.5629252216437,very frequently,1024,large,2.8835606964223475,93.6331650178613,0.0,55.576901169557885,No,['Paper'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2636
4425,4425,normal,female,vegetarian,twice a day,wood,walk/bicycle,,sometimes,386.96255782638104,never,71,small,7.013554608315848,33.10789605936742,13.72475566368221,75.69208792177723,No,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",926
4426,4426,normal,male,vegetarian,less frequently,wood,private,lpg,often,303.86895628793934,very frequently,3777,extra large,6.151390247269667,95.27122110891543,18.54897905829005,19.04318420214186,Sometimes,"['Plastic', 'Glass']",['Microwave'],4869
4427,4427,obese,male,vegan,daily,natural gas,public,,often,175.30908826924616,never,1680,large,3.159670233767425,94.83830478917601,15.132437761952865,65.24839722729698,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Microwave']",1290
4428,4428,obese,male,pescatarian,less frequently,coal,public,,often,304.4400730799582,very frequently,154,extra large,8.373580562585664,51.32093821370232,0.0,26.788816850962043,Sometimes,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",4149
4429,4429,overweight,male,vegan,less frequently,coal,public,,often,169.26055797727372,frequently,118,large,5.806927296857211,99.08199968693023,5.393753482998281,39.002911441349866,Yes,['Plastic'],"['Stove', 'Oven', 'Microwave']",2926
4430,4430,overweight,male,omnivore,daily,electricity,private,petrol,sometimes,270.28147607990314,never,9942,large,0.3578965931315121,81.41766248536948,0.0,86.28440921315138,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],5071
4431,4431,normal,male,pescatarian,daily,electricity,public,,often,335.6843703161238,rarely,172,large,6.086554972792419,76.56896442576874,5.133653440548994,97.70045439241022,Sometimes,['Glass'],"['Grill', 'Airfryer']",1898
4432,4432,obese,female,pescatarian,less frequently,wood,private,hybrid,never,214.61043536382388,rarely,5272,small,3.604671594748818,22.9773475150996,0.0,104.68383847574549,No,[],"['Microwave', 'Grill', 'Airfryer']",2192
4433,4433,obese,male,vegan,daily,electricity,public,,never,211.20722627082137,frequently,1571,large,2.185025861803624,102.0499674615192,19.97339068296618,0.35573395708306066,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",2428
4434,4434,obese,female,omnivore,twice a day,electricity,private,lpg,never,264.2539866851372,never,8493,large,5.580186735708814,27.31403985954407,0.0,65.82884892201679,Yes,['Metal'],['Oven'],3957
4435,4435,underweight,male,pescatarian,daily,wood,public,,sometimes,262.35132244062527,rarely,1598,large,7.149006916994077,60.721838151781505,2.143139006652147,90.71566105841626,Yes,['Glass'],"['Oven', 'Microwave']",1710
4436,4436,overweight,male,vegetarian,daily,natural gas,private,diesel,sometimes,239.84122619541358,never,2880,medium,6.903279025181764,0.0,0.0,67.52075012874943,Yes,"['Plastic', 'Glass', 'Metal']",[],2282
4437,4437,overweight,male,vegetarian,daily,coal,walk/bicycle,,often,281.80990412168524,frequently,52,extra large,8.621248618522964,0.0,21.776939114928766,77.1923720053271,Yes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",3344
4438,4438,obese,male,vegetarian,daily,natural gas,public,,sometimes,240.65563885860826,very frequently,825,small,3.1405537236307492,33.27827344733859,8.785020371610099,79.75555269870921,Sometimes,[],"['Oven', 'Microwave']",3411
4439,4439,obese,female,pescatarian,less frequently,natural gas,private,petrol,often,215.78630446254894,very frequently,1669,medium,1.4357983450951948,21.07591123023817,0.0,63.59910865976662,Sometimes,[],"['Stove', 'Microwave']",3675
4440,4440,obese,female,omnivore,less frequently,natural gas,private,lpg,never,224.84110534332734,frequently,9100,small,3.488137216457222,28.816140160709594,4.088191563844416,51.31325184063225,Yes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4262
4441,4441,underweight,male,vegetarian,more frequently,electricity,walk/bicycle,,often,221.53161034912003,rarely,91,small,4.7452282274991635,0.0,0.0,112.0,Yes,['Metal'],"['Stove', 'Grill', 'Airfryer']",1329
4442,4442,obese,male,vegetarian,twice a day,electricity,public,,often,269.1460498076098,rarely,1974,large,1.4525796569506384,100.27491371071463,0.0,94.20315818566212,No,"['Plastic', 'Metal']",[],2034
4443,4443,underweight,female,vegetarian,daily,wood,public,,sometimes,278.7494336627248,very frequently,1958,small,2.8136323741491145,18.798814177192003,19.771641766010994,98.2437016131727,Yes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2187
4444,4444,obese,male,omnivore,less frequently,natural gas,public,,often,202.15728509306092,never,786,large,4.983005589633137,45.61826042292561,0.27232967966725097,72.89285577303781,No,"['Glass', 'Metal']",['Oven'],1514
4445,4445,obese,male,vegan,daily,coal,public,,often,323.59813130768623,rarely,1731,large,5.508250021008892,0.0,0.0,29.66318835320527,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave']",2405
4446,4446,overweight,male,pescatarian,daily,electricity,public,,sometimes,235.24945186710394,frequently,838,large,4.751547931666583,25.899455013256457,9.197364035869779,86.83531142151537,No,['Glass'],['Microwave'],2148
4447,4447,obese,female,vegan,more frequently,natural gas,private,hybrid,never,67.05533824194364,frequently,6039,small,6.567871421584278,0.0,5.507326327697985,13.507426041974163,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven']",2911
4448,4448,overweight,female,vegetarian,less frequently,natural gas,walk/bicycle,,never,194.9535762444857,very frequently,39,medium,4.961634488029918,66.27876024004576,8.368743320866695,60.950738875566245,Yes,"['Paper', 'Plastic', 'Metal']",['Oven'],2544
4449,4449,normal,female,pescatarian,more frequently,electricity,private,electric,sometimes,301.8594637068652,frequently,2230,small,4.4172780208218745,37.123764833502136,0.0,90.26306887389978,Yes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1223
4450,4450,overweight,male,pescatarian,daily,electricity,private,lpg,often,342.6923458853687,very frequently,6425,small,4.770876299977065,0.0,22.86324651416883,78.37334773928502,Sometimes,"['Paper', 'Glass']","['Grill', 'Airfryer']",4681
4451,4451,underweight,female,vegetarian,less frequently,electricity,walk/bicycle,,often,292.37833242402456,frequently,64,large,1.1580162513270964,0.0,0.091250252980976,27.639166241992726,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1370
4452,4452,underweight,female,vegetarian,twice a day,coal,walk/bicycle,,sometimes,281.0126918030706,very frequently,95,extra large,4.443702796210683,0.0,17.464766208878146,31.77567759717897,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2437
4453,4453,underweight,male,vegan,daily,electricity,walk/bicycle,,sometimes,219.15536295194644,very frequently,32,small,6.666293456072376,0.0,2.4650755664203277,15.40009014878288,Sometimes,['Glass'],['Microwave'],1622
4454,4454,normal,female,vegan,more frequently,natural gas,private,lpg,often,175.47940321015741,frequently,2060,medium,3.3953799135476315,33.84433953148948,12.311731467927384,95.86366505825916,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2407
4455,4455,underweight,female,pescatarian,less frequently,electricity,public,,sometimes,357.0847798723714,very frequently,1110,medium,6.892526853247004,66.75172146171585,1.8597596088696893,83.57228970920343,Yes,"['Paper', 'Metal']","['Stove', 'Microwave']",2361
4456,4456,overweight,female,pescatarian,less frequently,coal,walk/bicycle,,never,321.78217293553075,frequently,54,medium,5.945324508700047,25.33209895516757,0.0,62.82133640895807,Yes,"['Plastic', 'Metal']",['Oven'],2258
4457,4457,obese,male,vegan,daily,coal,public,,never,200.90781618060177,frequently,439,large,5.520343919772126,26.566448650294397,10.397863650610619,60.6207399312297,Sometimes,"['Paper', 'Glass']",['Oven'],2636
4458,4458,underweight,female,omnivore,twice a day,electricity,walk/bicycle,,never,265.76690622459364,very frequently,9,medium,5.5923823725084265,59.69177710607017,4.024187955753844,91.89199962555963,Sometimes,['Paper'],"['Stove', 'Grill', 'Airfryer']",2268
4459,4459,normal,female,pescatarian,more frequently,coal,walk/bicycle,,never,158.2960600202498,never,60,small,4.244402668744655,25.019861548781762,0.021151663315464475,112.0,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",958
4460,4460,normal,female,pescatarian,twice a day,wood,public,,never,308.2059808076331,frequently,1528,small,1.0113781167106977,51.434740371765784,9.241664822652183,51.05349615969046,No,"['Paper', 'Metal']",[],1774
4461,4461,overweight,male,vegan,twice a day,coal,public,,sometimes,277.86514448455574,very frequently,1950,extra large,5.056696289700333,38.83949498088426,0.0,89.48960941481539,Yes,['Glass'],"['Stove', 'Oven']",3213
4462,4462,overweight,female,omnivore,daily,coal,private,lpg,never,316.2356950943957,frequently,500,large,5.541525555003981,83.72342861407054,0.0,83.59820219868345,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",2290
4463,4463,underweight,male,pescatarian,twice a day,electricity,public,,sometimes,298.5890364042394,frequently,332,extra large,7.064963856937226,3.4271964789712825,0.0,60.53757393337381,Sometimes,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1707
4464,4464,normal,female,vegan,daily,coal,walk/bicycle,,never,210.93395768480295,never,7,medium,3.158346991744648,60.21394209537651,5.618683492230578,110.16338418560208,No,"['Paper', 'Plastic']",['Microwave'],1277
4465,4465,underweight,male,vegetarian,more frequently,natural gas,walk/bicycle,,sometimes,245.3764533699348,rarely,83,extra large,4.033619832108586,55.265759455055644,0.0,44.93206193637121,Yes,"['Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",1306
4466,4466,underweight,female,omnivore,twice a day,coal,public,,never,236.8748779782407,frequently,227,medium,6.877365830938992,2.70239298068509,2.7797115589533687,37.592300323281094,No,"['Plastic', 'Metal']",[],1675
4467,4467,underweight,male,omnivore,less frequently,coal,public,,never,385.26562484156705,frequently,539,medium,5.230085917008558,70.75579350099379,15.273763045588424,60.44057732505138,Sometimes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",1877
4468,4468,overweight,male,omnivore,less frequently,electricity,private,electric,sometimes,167.93578916851817,rarely,9592,large,7.122066786358079,47.29112073087565,5.4273484697446595,110.85682181619299,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1794
4469,4469,normal,female,omnivore,more frequently,coal,public,,never,139.80644120779408,frequently,464,small,4.030975924745706,77.98076918038117,0.0,37.464236469226236,Sometimes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1875
4470,4470,obese,male,omnivore,less frequently,coal,walk/bicycle,,often,181.60688395157592,rarely,26,extra large,4.771415165582787,74.40656412608557,17.241151496793947,58.263779207219116,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],1988
4471,4471,normal,female,vegan,less frequently,electricity,public,,never,196.25742455660543,very frequently,1902,extra large,3.797271412650357,62.815338062656124,0.0,39.8019326410476,Sometimes,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",2352
4472,4472,obese,male,pescatarian,daily,electricity,walk/bicycle,,never,255.59729311723115,rarely,81,extra large,2.7612743156947737,15.803020028769417,0.0,36.59822236136804,No,[],['Microwave'],1593
4473,4473,normal,female,omnivore,more frequently,electricity,private,hybrid,often,315.7780501933703,frequently,4923,medium,1.153051670018003,44.8591345631987,4.890297064460839,37.22532309712241,No,"['Plastic', 'Glass']",['Microwave'],2529
4474,4474,underweight,male,vegan,daily,electricity,walk/bicycle,,sometimes,167.7873067135635,never,10,large,6.163360276539164,5.962076024755589,0.0,74.9311704964869,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",1395
4475,4475,overweight,male,vegan,more frequently,coal,private,hybrid,never,174.89174675165506,frequently,8814,extra large,4.031447284766286,17.520064158360082,13.065044861913993,42.89376508359403,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",4064
4476,4476,normal,male,vegetarian,twice a day,wood,private,lpg,sometimes,230.8112863149472,frequently,1258,medium,4.664248793375153,38.66829876138902,0.0,77.80669260138666,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2198
4477,4477,normal,male,vegan,twice a day,wood,walk/bicycle,,never,234.57195331788068,rarely,28,medium,5.979593318915785,60.06380986800069,0.0,90.86443661743391,No,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",1707
4478,4478,normal,female,vegetarian,less frequently,natural gas,private,lpg,sometimes,404.8928822954048,very frequently,9516,extra large,6.8151636518591605,67.85389076479817,1.8757242011135309,67.12368416759654,Sometimes,['Plastic'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",4730
4479,4479,underweight,female,pescatarian,more frequently,natural gas,walk/bicycle,,never,277.1051845231092,never,34,large,2.0557653080120994,48.05832882173253,0.0,77.26393776446417,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",949
4480,4480,obese,male,vegetarian,less frequently,wood,private,lpg,sometimes,126.4846875639414,very frequently,9532,small,4.217322341743271,0.0,0.0,65.63885921271634,Yes,"['Paper', 'Plastic', 'Glass']",['Microwave'],5345
4481,4481,overweight,male,vegetarian,twice a day,wood,walk/bicycle,,never,250.52082584647388,never,53,extra large,3.8538392792738305,45.14108480047436,0.0,60.520019860037905,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1570
4482,4482,obese,male,omnivore,daily,electricity,public,,never,202.49164694929775,frequently,214,small,5.780221444450266,17.125764861936293,0.0,109.53662200438274,Yes,['Paper'],"['Grill', 'Airfryer']",2164
4483,4483,underweight,male,vegetarian,less frequently,natural gas,private,hybrid,sometimes,265.8469453053305,frequently,2977,large,5.949160258455365,0.0,23.697278200821426,72.75820944312974,Yes,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",2814
4484,4484,underweight,male,vegetarian,more frequently,natural gas,public,,sometimes,304.07984503273366,frequently,1990,small,2.517949043748819,0.0,0.0,112.0,Yes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1413
4485,4485,normal,male,vegan,twice a day,coal,walk/bicycle,,never,385.54325186177226,very frequently,62,small,6.934493278739149,42.66308879110811,13.388389300385418,100.16002055417259,Yes,['Paper'],"['Oven', 'Grill', 'Airfryer']",2920
4486,4486,underweight,female,omnivore,twice a day,coal,public,,sometimes,308.9774501934179,frequently,662,extra large,6.103838281350854,0.0,8.431577674225295,52.296703895921,No,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2629
